Street Name,Project,Developers,City,Province,Country,Postal Code,Completion,Building Type,Num Floors,Status,Brochure URL,Photos,Price,Bed,Area,Unit Url
6688 Pearson Way,Jade Collection at 2 River Green,Aspac Developments,Richmond,BC,Canada,,Now,Condos & Towns,,Now,,https://www.livabl.com/richmond-bc/jade-collection-at-2-river-green,"From $1,298,000",2 - 3 bd,1020 - 1837 SqFt,https://www.livabl.com/richmond-bc/jade-collection-at-2-river-green
8671 Hazelbridge Way,Galleria - Picasso Collection,Concord Pacific,Richmond,BC,Canada,,2024,Condos & Towns,,2024,,https://www.livabl.com/richmond-bc/galleria--picasso-collection,"From $700,000",1.5 - 3.5 bd,577 - 1353 SqFt,https://www.livabl.com/richmond-bc/galleria--picasso-collection
3328 Carscallen Road,Torino - Pinnacle Living at Capstan Village,Pinnacle International,Richmond,BC,Canada,,Now,Condos & Towns,,Now,,https://www.livabl.com/richmond-bc/torino--pinnacle-living-at-capstan-village1,"From $659,900",1 - 3 bd,583 - 1366 SqFt,https://www.livabl.com/richmond-bc/torino--pinnacle-living-at-capstan-village1
8428 Park Road,Luxio on the Park,Konic Homes and MCS Developments,Richmond,BC,Canada,,Now,Condos & Towns,,Now,,https://www.livabl.com/richmond-bc/luxio-on-the-park,"From $807,000",1.5 - 3.5 bd,738 - 1488 SqFt,https://www.livabl.com/richmond-bc/luxio-on-the-park
5111 Hollybridge Way,River Green (Master Planned Community),Aspac Developments,Richmond,BC,Canada,,2023,Condos & Towns,,2023,,https://www.livabl.com/richmond-bc/river-green-master-planned-community,"From $1,028,000",1.5 - 4.5 bd,930 - 2110 SqFt,https://www.livabl.com/richmond-bc/river-green-master-planned-community
8119 Park Road,One Park (Phase 3),Grand Long,Richmond,BC,Canada,,Now,Condos,,Now,,https://www.livabl.com/richmond-bc/one-park-phase-3,"From $605,800",1 - 3.5 bd,502 - 1196 SqFt,https://www.livabl.com/richmond-bc/one-park-phase-3
8155 Capstan Way,View Star I - Building D,Yuanheng Seaside Developments,Richmond,BC,Canada,,Now,Condos & Towns,,Now,,https://www.livabl.com/richmond-bc/view-star-i--building-d1,"From $1,403,900",3 bd,1193 SqFt,https://www.livabl.com/richmond-bc/view-star-i--building-d1
Buchanan Street & Shinde Street,Venda,iFortune,Richmond,BC,Canada,,2023,Single Family Homes,,2023,,https://www.livabl.com/richmond-bc/venda,"From $2,269,900",4 bd,1903 - 1953 SqFt,https://www.livabl.com/richmond-bc/venda
9633 Steveston Highway,Ardor Steveston,Ardor Development,Richmond,BC,Canada,,2022,Townhomes,,2022,,https://www.livabl.com/richmond-bc/ardor-steveston,Now Selling,3 - 4.5 bd,1419 - 2014 SqFt,https://www.livabl.com/richmond-bc/ardor-steveston
7008 River Parkway,Riva,Onni Group of Companies,Richmond,BC,Canada,,,Condos,,,,https://www.livabl.com/richmond-bc/riva,"From $549,000",1.5 - 3.5 bd,601 - 1120 SqFt,https://www.livabl.com/richmond-bc/riva
8800 Spires Road,Aviary Living,Tera Development,Richmond,BC,Canada,,,Townhomes,,,,https://www.livabl.com/richmond-bc/aviary-living,Now Selling,3 - 4.5 bd,1313 - 1957 SqFt,https://www.livabl.com/richmond-bc/aviary-living
6851 Elmbridge Way,Oval,Landa Global Properties,Richmond,BC,Canada,,2025,Condos,,2025,,https://www.livabl.com/richmond-bc/oval,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-bc/oval
9300 Cambie Road,Camden Square,Westmark Development Group,Richmond,BC,Canada,,,Condos,,,,https://www.livabl.com/richmond-bc/camden-square,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-bc/camden-square
8671 Spires Road,Brighouse22,South Street Development Group,Richmond,BC,Canada,,2023,Townhomes,,2023,,https://www.livabl.com/richmond-bc/brighouse22,Register Now,3 bd,1588 - 2226 SqFt,https://www.livabl.com/richmond-bc/brighouse22
11671 Cambie Road,Gladwyn,Enrich Developments,Richmond,BC,Canada,,Now,Towns & Singles,,Now,,https://www.livabl.com/richmond-bc/gladwyn,"From $1,339,900",3 - 4 bd,1211 - 1421 SqFt,https://www.livabl.com/richmond-bc/gladwyn
3280 Corvette Way,View Star I - Building E,Yuanheng Seaside Developments,Richmond,BC,Canada,,Now,Condos & Towns,,Now,,https://www.livabl.com/richmond-bc/view-star-i--building-e,"From $1,239,900",3 bd,1060 SqFt,https://www.livabl.com/richmond-bc/view-star-i--building-e
1080 Elgin Mills Road East,Auden Grand Towns,Sunny Communities,Richmond Hill,ON,Canada,,,Townhomes,,,,https://www.livabl.com/richmond-hill-on/auden-grand-towns,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/auden-grand-towns
10944 Yonge Street,Rise & Rose,Greenpark Group,Richmond Hill,ON,Canada,,,Condos,,,,https://www.livabl.com/richmond-hill-on/rise--rose,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/rise--rose
Leslie Street & 19th Avenue,Camden Crossing,Treasure Hill Homes,Richmond Hill,ON,Canada,,,Townhomes,,,,https://www.livabl.com/richmond-hill-on/camden-crossing2,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/camden-crossing2
8888 Yonge Street,8888 Yonge Condominiums,Metroview Developments,Richmond Hill,ON,Canada,,,Condos,,,,https://www.livabl.com/richmond-hill-on/8888-yonge-condominiums1,"From the mid $600,000's",Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/8888-yonge-condominiums1
74 Bond Crescent,The Signatures on Bond,Neuhaus Developments,Richmond Hill,ON,Canada,,2023,Single Family Homes,,2023,,https://www.livabl.com/richmond-hill-on/the-signatures-on-bond,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/the-signatures-on-bond
Bayview Avenue & Elgin Mills Road East,North on Bayview,Mansouri Living,Richmond Hill,ON,Canada,,2024,Townhomes,,2024,,https://www.livabl.com/richmond-hill-on/north-on-bayview,"From $1,599,880",3 - 3.5 bd,2228 - 2521 SqFt,https://www.livabl.com/richmond-hill-on/north-on-bayview
Leslie Street & Stouffville Road,Oakridge Green,Sundance Homes,Gormley,ON,Canada,,2024,Single Family Homes,,2024,,https://www.livabl.com/gormley-on/oakridge-green,"From $2,279,900",4 - 5 bd,2874 - 5098 SqFt,https://www.livabl.com/gormley-on/oakridge-green
Leslie Street & Major Mackenzie Drive East,Legacy Hill Phase 2,Treasure Hill Homes,Richmond Hill,ON,Canada,,,Townhomes,,,,https://www.livabl.com/richmond-hill-on/legacy-hill-phase-2,Now Selling,2 bd,1220 - 1502 SqFt,https://www.livabl.com/richmond-hill-on/legacy-hill-phase-2
1621 Major Mackenzie Dr E,Legacy Hill,,Richmond Hill,ON,Canada,,,,,,,https://www.livabl.com/richmond-hill-on/legacy-hill--mpc,"From $2,259,900",2 bd,,https://www.livabl.com/richmond-hill-on/legacy-hill--mpc
1521 19th Avenue,Ivylea,Marlin Spring Developments and Greybrook Realty Partners,Richmond Hill,ON,Canada,,,Townhomes,,,,https://www.livabl.com/richmond-hill-on/ivylea,"From $1,426,990",3 bd,1648 - 2026 SqFt,https://www.livabl.com/richmond-hill-on/ivylea
40 Harris Avenue,Harris Gate,Ballantry Homes and Metropole Development Inc,Richmond Hill,ON,Canada,,,Townhomes,,,,https://www.livabl.com/richmond-hill-on/harris-gate,"From $1,300,000",4 bd,2350 - 2520 SqFt,https://www.livabl.com/richmond-hill-on/harris-gate
Leslie Street & 19th Avenue,19th Avenue,The Conservatory Group,Richmond Hill,ON,Canada,,,Towns & Singles,,,,https://www.livabl.com/richmond-hill-on/19th-avenue,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/19th-avenue
Bayview Avenue & Elgin Mills Road East,Richview Heights On Bayview,Aspen Ridge Homes,Richmond Hill,ON,Canada,,,Single Family Homes,,,,https://www.livabl.com/richmond-hill-on/richview-heights-on-bayview,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/richview-heights-on-bayview
Bayview Ave & Elgin Mills Rd E,Richview Heights On Bayview,,Richmond Hill,ON,Canada,,,,,,,https://www.livabl.com/richmond-hill-on/richview-heights-on-bayview--mpc,,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/richview-heights-on-bayview--mpc
Leslie Street & Elgin Mills Road East,Townsquare,OPUS Homes,Richmond Hill,ON,Canada,,,Townhomes,,,,https://www.livabl.com/richmond-hill-on/townsquare,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/townsquare
Toscanini Road & Puccini Drive,King East Estates,Plaza,Richmond Hill,ON,Canada,,,Towns & Singles,,,,https://www.livabl.com/richmond-hill-on/king-east-estates,"From $1,815,990",3 - 5 bd,1850 - 4165 SqFt,https://www.livabl.com/richmond-hill-on/king-east-estates
Bayview Avenue & Hillsview Drive,Observatory Hill,Aspen Ridge Homes,Richmond Hill,ON,Canada,,,Towns & Singles,,,,https://www.livabl.com/richmond-hill-on/observatory-hill3,"From $3,200,000",4 bd,3742 - 4577 SqFt,https://www.livabl.com/richmond-hill-on/observatory-hill3
Bethesda Side Road & Leslie Street,Oakridge Meadows,Aspen Ridge Homes,Gormley,ON,Canada,,,Towns & Singles,,,,https://www.livabl.com/gormley-on/oakridge-meadows,"From $1,458,990",3 - 5 bd,1621 - 4678 SqFt,https://www.livabl.com/gormley-on/oakridge-meadows
11430 Leslie Street,Richmond Park,Times Group Corporation,Richmond Hill,ON,Canada,,2023,Condos & Towns,,2023,,https://www.livabl.com/richmond-hill-on/richmond-park,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/richmond-park
Yonge Street & Bloomington Road,Monteverdi Estates,Ambria Homes,Richmond Hill,ON,Canada,,2024,Single Family Homes,,2024,,https://www.livabl.com/richmond-hill-on/monteverdi-estates,"From $2,949,990",3 - 5 bd,3604 - 6973 SqFt,https://www.livabl.com/richmond-hill-on/monteverdi-estates
133 Arnold Crescent,133 Arnold Crescent Condos,Acorn Developments,Richmond Hill,ON,Canada,,,Condos & Towns,,,,https://www.livabl.com/richmond-hill-on/133-arnold-crescent-condos,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/133-arnold-crescent-condos
Leslie Street & 19th Avenue,Champion's Run,Medallion Corporation,Richmond Hill,ON,Canada,,,Townhomes,,,,https://www.livabl.com/richmond-hill-on/champions-run,Register Now,Floorplans coming soon bd,,https://www.livabl.com/richmond-hill-on/champions-run
1000 Elgin Mills Road East,Next2 - Building B,Sequoia Grove Homes,Richmond Hill,ON,Canada,,2024,Condos,,2024,,https://www.livabl.com/richmond-hill-on/next2-building-b,"From $761,900",1.5 - 2.5 bd,650 - 928 SqFt,https://www.livabl.com/richmond-hill-on/next2-building-b
Elgin Mills Road East & Leslie Street,Richmond Green,The Conservatory Group,Richmond Hill,ON,Canada,,2023,Towns & Singles,,2023,,https://www.livabl.com/richmond-hill-on/richmond-green,"From $1,249,990",2.5 - 5 bd,1545 - 4243 SqFt,https://www.livabl.com/richmond-hill-on/richmond-green
3300 King George Boulevard,Southaven,Park Ridge Homes,Surrey,BC,Canada,,2024,Condos & Towns,,2024,,https://www.livabl.com/surrey-bc/southaven,"From $559,900",1 - 2 bd,602 - 980 SqFt,https://www.livabl.com/surrey-bc/southaven
13760 75A Avenue,Silva 3,Wanson Group,Surrey,BC,Canada,,2025,Condos,,2025,,https://www.livabl.com/surrey-bc/silva-3,Now Selling,1 - 3 bd,419 - 875 SqFt,https://www.livabl.com/surrey-bc/silva-3
13583 98 Avenue,Century City Holland Park - Park Tower 1,Century Group,Surrey,BC,Canada,,2025,Condos & Towns,,2025,,https://www.livabl.com/surrey-bc/century-city-holland-park--park-tower-1,Now Selling,1 - 3 bd,486 - 1377 SqFt,https://www.livabl.com/surrey-bc/century-city-holland-park--park-tower-1
2627 154 Street,Elisa at Sunnyside Park,Hive Development,Surrey,BC,Canada,,,Townhomes,,,,https://www.livabl.com/surrey-bc/elisa-at-sunnyside-park,Register Now,Floorplans coming soon bd,,https://www.livabl.com/surrey-bc/elisa-at-sunnyside-park
13866 100 Avenue,SkyLiving - By Allure Ventures,Allure Ventures Inc.,Surrey,BC,Canada,,2027,Condos & Towns,,2027,,https://www.livabl.com/surrey-bc/skyliving--by-allure-ventures,Register Now,Floorplans coming soon bd,,https://www.livabl.com/surrey-bc/skyliving--by-allure-ventures
14683 104 Avenue,Guilden,RDG Management Ltd,Surrey,BC,Canada,,,Condos & Towns,,,,https://www.livabl.com/surrey-bc/guilden1,Register Now,Floorplans coming soon bd,,https://www.livabl.com/surrey-bc/guilden1
105 Avenue & University Drive,District Northwest - North Tower,Thind,Surrey,BC,Canada,,2027,Condos,,2027,,https://www.livabl.com/surrey-bc/district-northwest-north-tower,"From $483,900",Studio - 2.5 bd,423 - 1042 SqFt,https://www.livabl.com/surrey-bc/district-northwest-north-tower
135A Street & 106 Avenue,Lucent,Landa Global Properties,Surrey,BC,Canada,,2026,Condos & Towns,,2026,,https://www.livabl.com/surrey-bc/lucent,"From $541,900",1 - 2 bd,433 - 789 SqFt,https://www.livabl.com/surrey-bc/lucent
10463 139 Street,Hartley,Porte Communities,Surrey,BC,Canada,,2025,Condos & Towns,,2025,,https://www.livabl.com/surrey-bc/hartley1,"From $534,900",1 - 2.5 bd,546 - 1530 SqFt,https://www.livabl.com/surrey-bc/hartley1
13878 104 Avenue,Juno,StreetSide Developments (British Columbia),Surrey,BC,Canada,,,Condos & Towns,,,,https://www.livabl.com/surrey-bc/juno,Register Now,Floorplans coming soon bd,,https://www.livabl.com/surrey-bc/juno
2070 Oak Meadows Drive,The Boroughs (Phase 2) - Bexley,StreetSide Developments (British Columbia),Surrey,BC,Canada,,Now,Townhomes,,Now,,https://www.livabl.com/surrey-bc/the-boroughs-phase-2--bexley,"From $859,900",2 - 4 bd,1359 - 1575 SqFt,https://www.livabl.com/surrey-bc/the-boroughs-phase-2--bexley
2070 Oak Meadows Dr,The Boroughs,StreetSide Developments (British Columbia),Surrey,BC,Canada,,,Community,,,,https://www.livabl.com/surrey-bc/the-boroughs--mpc,"From $859,900",2 - 4 bd,,https://www.livabl.com/surrey-bc/the-boroughs--mpc
5869 142 Street,Woodward,Mosaic Homes,Surrey,BC,Canada,,Now,Townhomes,,Now,,https://www.livabl.com/surrey-bc/woodward,"From $819,900",3 - 3.5 bd,1174 - 1537 SqFt,https://www.livabl.com/surrey-bc/woodward
133 Street & 104 Avenue,Sequoia,ML Emporio Properties,Surrey,BC,Canada,,2027,Condos & Towns,,2027,,https://www.livabl.com/surrey-bc/sequoia1,"From $619,900",1 - 2 bd,475 - 690 SqFt,https://www.livabl.com/surrey-bc/sequoia1
9611 140 Street,Parksville 96,Darshan Builders,Surrey,BC,Canada,,,Condos & Towns,,,,https://www.livabl.com/surrey-bc/parksville-96,Register Now,Floorplans coming soon bd,,https://www.livabl.com/surrey-bc/parksville-96
17538 100 Avenue,The Beverly,AcePoint Homes and His Grace Homes,Surrey,BC,Canada,,2024,Condos & Towns,,2024,,https://www.livabl.com/surrey-bc/the-beverly,"From $1,099,999",4 bd,1896 - 1909 SqFt,https://www.livabl.com/surrey-bc/the-beverly
138 Street & 76 Avenue,Silva 2,Wanson Group,Surrey,BC,Canada,,2024,Condos,,2024,,https://www.livabl.com/surrey-bc/silva-21,Now Selling,2 bd,872 - 942 SqFt,https://www.livabl.com/surrey-bc/silva-21
8205 King George Boulevard,Crest Lane,Zenith Development,Surrey,BC,Canada,,2023,Condos & Towns,,2023,,https://www.livabl.com/surrey-bc/crest-lane1,Register Now,Floorplans coming soon bd,,https://www.livabl.com/surrey-bc/crest-lane1
105 Avenue & 132 Street,PURA - Phase 2,Adera,Surrey,BC,Canada,,2025,Condos,,2025,,https://www.livabl.com/surrey-bc/pura--phase-2,"From $529,900",1 - 2.5 bd,495 - 858 SqFt,https://www.livabl.com/surrey-bc/pura--phase-2
2350 165 Street,The Loop,Gramercy Developments,Surrey,BC,Canada,,,Townhomes,,,,https://www.livabl.com/surrey-bc/the-loop,Now Selling,2.5 - 4 bd,1249 - 1522 SqFt,https://www.livabl.com/surrey-bc/the-loop
13453 94A Avenue,Gabriel,Whitetail Homes,Surrey,BC,Canada,,2026,Condos,,2026,,https://www.livabl.com/surrey-bc/gabriel,Now Selling,Floorplans coming soon bd,,https://www.livabl.com/surrey-bc/gabriel
13350 Central Avenue,One Central,Aoyuan International,Surrey,BC,Canada,,Now,Condos & Towns,,Now,,https://www.livabl.com/surrey-bc/one-central,"From $603,000",2 - 3 bd,649 - 1248 SqFt,https://www.livabl.com/surrey-bc/one-central
10460 City Parkway,Parkway (Phase 2),BlueSky Properties and Bosa Properties,Surrey,BC,Canada,,2026,Condos,,2026,,https://www.livabl.com/surrey-bc/parkway-phase-2,Register Now,Floorplans coming soon bd,,https://www.livabl.com/surrey-bc/parkway-phase-2
11037 Ravine Road,Ledgeview Phase 2,Quadra Homes,Surrey,BC,Canada,,,Condos,,,,https://www.livabl.com/surrey-bc/ledgeview-phase-2,Register Now,Floorplans coming soon bd,,https://www.livabl.com/surrey-bc/ledgeview-phase-2
863 Saint Clair Avenue West,Monza Condos,The Benvenuto Group,Toronto,ON,Canada,,2024,Condos,,2024,,https://www.livabl.com/toronto-on/monza-condos,"From $925,000",2 - 2.5 bd,672 - 1086 SqFt,https://www.livabl.com/toronto-on/monza-condos
30 Zorra Street,Thirty Six Zorra,Altree Developments and EllisDon,Toronto,ON,Canada,,Now,Condos & Towns,,Now,,https://www.livabl.com/toronto-on/thirty-six-zorra1,"From $604,900",Studio - 3 bd,440 - 969 SqFt,https://www.livabl.com/toronto-on/thirty-six-zorra1
450 Markham Road,Inspire Modern Towns,Insoho Developments,Toronto,ON,Canada,,,Townhomes,,,,https://www.livabl.com/toronto-on/inspire-modern-towns,Register Now,Floorplans coming soon bd,,https://www.livabl.com/toronto-on/inspire-modern-towns
1926 Lake Shore Boulevard West,Mirabella Luxury Condominiums - West Tower,Mirabella Development Corporation,Toronto,ON,Canada,,Now,Condos,,Now,,https://www.livabl.com/toronto-on/mirabella-luxury-condominiums--west-tower,Now Selling,1.5 - 2.5 bd,676 - 1032 SqFt,https://www.livabl.com/toronto-on/mirabella-luxury-condominiums--west-tower
1 Bloor Street West,The One,Mizrahi Developments,Toronto,ON,Canada,,2024,Condos,,2024,,https://www.livabl.com/toronto-on/the-one,"From $3,697,888",2 - 3.5 bd,1352 - 6137 SqFt,https://www.livabl.com/toronto-on/the-one
281 Avenue Road,The Davies,Brandy Lane Homes,Toronto,ON,Canada,,2023,Condos,,2023,,https://www.livabl.com/toronto-on/the-davies,"From $1,600,000",2 - 2.5 bd,885 - 1810 SqFt,https://www.livabl.com/toronto-on/the-davies
1682 Victoria Park Avenue,The Vic Towns,Solotex Group,Toronto,ON,Canada,,2023,Townhomes,,2023,,https://www.livabl.com/toronto-on/the-vic-towns,"From $1,199,990",2 - 2.5 bd,1002 - 1660 SqFt,https://www.livabl.com/toronto-on/the-vic-towns
3526 Lake Shore Boulevard West,Westshore,Minto Communities,Toronto,ON,Canada,,,Townhomes,,,,https://www.livabl.com/toronto-on/westshore,Register Now,1 - 3 bd,472 - 1282 SqFt,https://www.livabl.com/toronto-on/westshore
1045 The Queensway,JOYA,Marlin Spring Developments and Greybrook Realty Partners,Toronto,ON,Canada,,,Condos,,,,https://www.livabl.com/toronto-on/joya,"From the $400,000's",1 - 3 bd,404 - 1012 SqFt,https://www.livabl.com/toronto-on/joya
60 Queen Street East,Queen Church,Tridel and BAZIS,Toronto,ON,Canada,,2027,Condos,,2027,,https://www.livabl.com/toronto-on/queen-church2,"From $699,000",Studio - 3 bd,412 - 814 SqFt,https://www.livabl.com/toronto-on/queen-church2
5 Defries Street,River & Fifth,Broccolini,Toronto,ON,Canada,,2024,Condos & Towns,,2024,,https://www.livabl.com/toronto-on/river--fifth,"From $1,075,990",2 - 3.5 bd,699 - 1424 SqFt,https://www.livabl.com/toronto-on/river--fifth
1086 Yonge Street,One Roxborough West,North Drive,Toronto,ON,Canada,,,Condos,,,,https://www.livabl.com/toronto-on/one-roxborough-west,Register Now,Floorplans coming soon bd,,https://www.livabl.com/toronto-on/one-roxborough-west
627 Richmond Street West,Reside on Richmond,Originate Developments Inc. and Harlo Capital,Toronto,ON,Canada,,2028,Condos,,2028,,https://www.livabl.com/toronto-on/reside-on-richmond,"From $600,000",1 - 3 bd,467 - 886 SqFt,https://www.livabl.com/toronto-on/reside-on-richmond
36 Birch Avenue,36 Birch,North Drive,Toronto,ON,Canada,,Now,Condos,,Now,,https://www.livabl.com/toronto-on/36-birch,Now Selling,2 - 3 bd,2196 - 2832 SqFt,https://www.livabl.com/toronto-on/36-birch
135 Portland Street,The Addison,Adi Development Group,Toronto,ON,Canada,,2025,Condos,,2025,,https://www.livabl.com/toronto-on/the-addison2,Register Now,Floorplans coming soon bd,,https://www.livabl.com/toronto-on/the-addison2
2305 Sheppard Avenue East,LSQ2,Almadev,Toronto,ON,Canada,,,Condos,,,,https://www.livabl.com/toronto-on/lsq2,Register Now,Floorplans coming soon bd,,https://www.livabl.com/toronto-on/lsq2
250 King Street East,ALLURE,Emblem Developments,Toronto,ON,Canada,,,Condos,,,,https://www.livabl.com/toronto-on/allure,Register Now,Floorplans coming soon bd,,https://www.livabl.com/toronto-on/allure
93 River Street,The Riv,Broccolini,Toronto,ON,Canada,,2028,Condos,,2028,,https://www.livabl.com/toronto-on/the-riv,Register Now,Floorplans coming soon bd,,https://www.livabl.com/toronto-on/the-riv
990 Bloor Street West,Motto Condos,Sierra Communities,Toronto,ON,Canada,,2026,Condos,,2026,,https://www.livabl.com/toronto-on/motto-condos,"From $713,900",1 - 3.5 bd,485 - 1235 SqFt,https://www.livabl.com/toronto-on/motto-condos
880 The Queensway,Kazmir Condos,Lormel Homes,Toronto,ON,Canada,,2025,Condos,,2025,,https://www.livabl.com/toronto-on/kazmir-condos,Register Now,Studio - 3 bd,401 - 1001 SqFt,https://www.livabl.com/toronto-on/kazmir-condos
34 Southport St,Southport in Swansea,State Building Group,Toronto,ON,Canada,,2027,Condos,,2027,,https://www.livabl.com/toronto-on/southport-in-swansea,"From $749,900",1 - 3 bd,390 - 812 SqFt,https://www.livabl.com/toronto-on/southport-in-swansea
365 Parliament Street,Daniels on Parliament,The Daniels Corporation,Toronto,ON,Canada,,,Condos & Towns,,,,https://www.livabl.com/toronto-on/daniels-on-parliament,"From $499,900",Studio - 3.5 bd,330 - 1455 SqFt,https://www.livabl.com/toronto-on/daniels-on-parliament
1660 Bloor Street West,Westbend Residences,Mattamy Homes Canada,Toronto,ON,Canada,,,Condos & Singles,,,,https://www.livabl.com/toronto-on/westbend-residences,"From $659,990",1 - 3 bd,491 - 1118 SqFt,https://www.livabl.com/toronto-on/westbend-residences
218 Dundas Street East,Elektra,Menkes Developments Ltd.,Toronto,ON,Canada,,,Condos,,,,https://www.livabl.com/toronto-on/elektra,Register Now,Floorplans coming soon bd,,https://www.livabl.com/toronto-on/elektra
715 West 49th Avenue,Be W 49th,Modella Developments,Vancouver,BC,Canada,,2025,Condos & Towns,,2025,,https://www.livabl.com/vancouver-bc/be-w-49th,Now Selling,2.5 - 3.5 bd,821 - 1174 SqFt,https://www.livabl.com/vancouver-bc/be-w-49th
1818 Alberni Street,1818 Alberni,Landa Global Properties,Vancouver,BC,Canada,,,Condos,,,,https://www.livabl.com/vancouver-bc/1818-alberni,Now Selling,2 - 3.5 bd,1085 - 2521 SqFt,https://www.livabl.com/vancouver-bc/1818-alberni
1083 Nelson Street,CURV,Brivia Group and Henson Developments,Vancouver,BC,Canada,,2029,Condos,,2029,,https://www.livabl.com/vancouver-bc/curv,Now Selling,1.5 - 3 bd,541 - 1161 SqFt,https://www.livabl.com/vancouver-bc/curv
Cambie Street & West 41st Avenue,Oakridge x Westbank,Westbank and QuadReal,Vancouver,BC,Canada,,2024,Condos,,2024,,https://www.livabl.com/vancouver-bc/oakridge-x-westbank,"From $4,045,980",3 bd,1224 - 1654 SqFt,https://www.livabl.com/vancouver-bc/oakridge-x-westbank
4928 Quebec Street,Bailey,StreetSide Developments (British Columbia),Vancouver,BC,Canada,,2026,Condos,,2026,,https://www.livabl.com/vancouver-bc/bailey,"From $699,900",1.5 - 3 bd,517 - 1098 SqFt,https://www.livabl.com/vancouver-bc/bailey
2485 Larch Street,Monument,Epta Development Corporation,Vancouver,BC,Canada,,Now,Condos & Towns,,Now,,https://www.livabl.com/vancouver-bc/monument,Now Selling,2.5 bd,1156 - 1182 SqFt,https://www.livabl.com/vancouver-bc/monument
1503 Kingsway,Format by Cressey,Cressey,Vancouver,BC,Canada,,2023,Condos & Towns,,2023,,https://www.livabl.com/vancouver-bc/format-by-cressey,"From $1,399,900",2 - 3 bd,1141 - 1747 SqFt,https://www.livabl.com/vancouver-bc/format-by-cressey
743 West 28th Avenue,28West,Cielle Properties,Vancouver,BC,Canada,,2026,Townhomes,,2026,,https://www.livabl.com/vancouver-bc/28west,Register Now,Floorplans coming soon bd,,https://www.livabl.com/vancouver-bc/28west
561 West 28th Avenue,SOTO on W28,Forme Development,Vancouver,BC,Canada,,2025,"Condos, Towns & Singles",,2025,,https://www.livabl.com/vancouver-bc/soto-on-w28,"From $2,199,900",3 bd,1077 - 1767 SqFt,https://www.livabl.com/vancouver-bc/soto-on-w28
2375 East 11th Avenue,Woodland Block,First Track Development,Vancouver,BC,Canada,,2026,Condos & Towns,,2026,,https://www.livabl.com/vancouver-bc/woodland-block,"From $669,900",1.5 - 3.5 bd,525 - 1282 SqFt,https://www.livabl.com/vancouver-bc/woodland-block
5076 Earles Street,Earl,Chard Development,Vancouver,BC,Canada,,2026,Condos & Towns,,2026,,https://www.livabl.com/vancouver-bc/earl,Now Selling,1 - 3.5 bd,510 - 1369 SqFt,https://www.livabl.com/vancouver-bc/earl
607 West 28th Avenue,ASH | 28,Terra Blanka and Lotus Living Group,Vancouver,BC,Canada,,2025,Condos & Towns,,2025,,https://www.livabl.com/vancouver-bc/ash--28,Now Selling,3 bd,1408 SqFt,https://www.livabl.com/vancouver-bc/ash--28
2235 East Broadway,Popolo,EPIX Developments Ltd. and Circadian Developments Ltd.,Vancouver,BC,Canada,,2023,Condos,,2023,,https://www.livabl.com/vancouver-bc/popolo,"From $714,900",1 - 3.5 bd,617 - 1069 SqFt,https://www.livabl.com/vancouver-bc/popolo
2810 Nanaimo Street,The Cut,Fabric Living,Vancouver,BC,Canada,,2025,Townhomes,,2025,,https://www.livabl.com/vancouver-bc/the-cut,"From $659,900",1.5 - 3.5 bd,538 - 1246 SqFt,https://www.livabl.com/vancouver-bc/the-cut
889 Pacific Street,The Pacific,Grosvenor,Vancouver,BC,Canada,,Now,Condos & Towns,,Now,,https://www.livabl.com/vancouver-bc/the-pacific,Now Selling,1 - 4 bd,637 - 2889 SqFt,https://www.livabl.com/vancouver-bc/the-pacific
5377 Willow Street,York,Listraor,Vancouver,BC,Canada,,2025,Townhomes,,2025,,https://www.livabl.com/vancouver-bc/york1,Now Selling,Floorplans coming soon bd,,https://www.livabl.com/vancouver-bc/york1
2550 Garden Drive,2550 Garden Drive,Bucci,Vancouver,BC,Canada,,Now,Condos,,Now,,https://www.livabl.com/vancouver-bc/2550-garden-drive,Now Selling,Studio - 3 bd,426 - 1082 SqFt,https://www.livabl.com/vancouver-bc/2550-garden-drive
4118 Columbia Street,The Hillcrest,Vertex Developments,Vancouver,BC,Canada,,Now,Townhomes,,Now,,https://www.livabl.com/vancouver-bc/the-hillcrest,"From $1,539,900",3.5 bd,1185 - 1195 SqFt,https://www.livabl.com/vancouver-bc/the-hillcrest
